19 2
1.420979910040888399e+02 4.285714285714285927e-03
2.617594571127952463e+02 2.000000000000000042e-02
4.088433425380802078e+02 8.142857142857143349e-02
5.359836502785807397e+02 1.714285714285714302e-01
6.780816412826695796e+02 2.442857142857142727e-01
8.077148962337681724e+02 2.700000000000000178e-01
9.398410983954647691e+02 2.842857142857143082e-01
1.074460247767759483e+03 2.957142857142857073e-01
1.216558238771848437e+03 3.171428571428571153e-01
1.348684440933544920e+03 3.185714285714285610e-01
1.488289484727035870e+03 3.242857142857142883e-01
1.622908634099330584e+03 3.571428571428571508e-01
1.747555994629232828e+03 3.728571428571428314e-01
1.884668091212125773e+03 3.914285714285714035e-01
2.019287240584420488e+03 4.099999999999999756e-01
2.148920495535518967e+03 4.285714285714285476e-01
2.288525539329009916e+03 4.428571428571428381e-01
2.425637635911902635e+03 4.600000000000000200e-01
2.482975421755657862e+03 4.714285714285714191e-01
