15 2
1.720133575312654557e+02 8.571428571428571855e-03
3.415337678519327937e+02 4.428571428571428242e-02
5.035753365408061200e+02 8.714285714285714690e-02
6.656169052296793325e+02 1.085714285714285687e-01
8.376302627609447882e+02 1.114285714285714324e-01
9.971788842392199967e+02 1.185714285714285776e-01
1.164206347349289217e+03 1.357142857142857040e-01
1.323754968827564653e+03 1.514285714285714401e-01
1.468345907042251611e+03 1.714285714285714302e-01
1.665288736679497333e+03 1.785714285714285754e-01
1.812372622104782295e+03 1.871428571428571386e-01
2.004329557320832237e+03 1.928571428571428659e-01
2.148920495535518967e+03 1.928571428571428659e-01
2.333398589119774897e+03 1.985714285714285654e-01
2.487961316176853870e+03 2.114285714285714379e-01
